0 56730 0.00295833701929
1 6437 0.00214146058557
2 44850 0.00191966456019
3 32954 0.00176937096275
4 47722 0.00175211092359
5 19485 0.00160984599713
6 38111 0.00140108385527
7 20778 0.00138418890703
8 23339 0.00133405280475
9 58905 0.00133322281952
10 41051 0.00126837725438
11 19863 0.00122477743353
12 26608 0.00120886879962
13 10622 0.00113246876291
14 10757 0.00110246796747
15 41250 0.00108138972226
16 28238 0.00107099196375
17 44997 0.00106860220819
18 51766 0.00103993757693
19 15250 0.00101217121301
20 50934 0.00101010717423
21 50962 0.000974221070349
22 16100 0.000903882218353
23 47959 0.000876550643523
24 5035 0.000831796236417
25 30078 0.00082266013745
26 1707 0.000819826680558
27 36646 0.000780659776494
28 23936 0.000779300865157
29 58536 0.000753786994729
30 2042 0.000748608447992
31 21079 0.000729081471047
32 42861 0.000727566999994
33 6138 0.000709974832946
34 26369 0.000705639884411
35 16350 0.000700816310427
36 44623 0.000691132178494
37 22691 0.000682677635737
38 10715 0.000678180211332
39 44273 0.000666879489288
40 22450 0.00064839187636
41 45078 0.000646997881954
42 10360 0.00064470029742
43 54495 0.000641773066315
44 188 0.000624698483936
45 28774 0.000618231022776
46 1179 0.000617957595108
47 34977 0.000617931209351
48 30414 0.000615166706243
49 32218 0.000612134343628
50 43663 0.000608730203861
51 50148 0.000605638553691
52 8913 0.000595363134585
53 11049 0.000592782669816
54 40065 0.000582663249404
55 45633 0.000576818054872
56 31244 0.000573888201064
57 58836 0.000568398219856
58 52006 0.000563752629373
59 13476 0.000561600868156
60 49470 0.000542419763537
61 21872 0.000539879938274
62 6763 0.000536277612788
63 58732 0.000535783397626
64 2118 0.000529767198267
65 15421 0.000527813587385
66 29894 0.00052704812338
67 32423 0.000509247680454
68 55178 0.000498424220849
69 3948 0.000496035506892
70 37983 0.000494805957475
71 11541 0.000492464332925
72 7743 0.000491072548009
73 30590 0.000490338146645
74 1227 0.000488633904465
75 16906 0.000486256695502
76 32010 0.000481302057696
77 31489 0.000479693304158
78 3251 0.00046967172053
79 767 0.000466134946064
80 54583 0.00046590601052
81 43430 0.000462933235063
82 3123 0.000462279862558
83 59303 0.000461464908352
84 18846 0.000459593036077
85 1195 0.000459526956615
86 36895 0.000455637738446
87 4620 0.00045521065181
88 58219 0.000454831052308
89 32588 0.00045186672181
90 16362 0.000450597904241
91 4533 0.000445694276112
92 36918 0.000444614751223
93 36630 0.000443909227707
94 57800 0.000439964865252
95 34482 0.000437868554809
96 57433 0.000435259435117
97 12039 0.000431941994707
98 28894 0.000425742311739
99 23522 0.000422817809715
